lemma	bin_tag	mim_tag	freq	rank	ind	manual_en	pre_kw	kw	post_kw	ipa_sd	full_cat	full_cat_en	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce
tíðka	so	s	890	1914	423818	be customary, be in the habbit of	Fiskifloti þess sé ofurstór og ofveiði hafi	tíðkast	.	tʰiθka	Sagnorð	Verb	v.	2K	tíðka	tíðkar	tíðkar	tíðkaði	tíðkaðir	tíðkaði	tíðkað																			tíðka.mp3
bjór	kk	nk	889	1917.5	5349	beer	Í dag eru 20 ár síðan	bjórinn	var leyfður á Íslandi.	pjouːr	Nafnorð	Noun	m.	2K									bjór	bjór	bjórs	bjórar	bjóra	bjórum	bjóra											bjór.mp3
gríðarlega	ao	a	889	1917.5	496984	tremendously	Aðalmeðferðin gæti tekið allt að tvo daga enda málið	gríðarlega	umfangsmikið.	kriːðarlɛɣa	Atviksorð	Adverb	adv.	2K								gríðarlega																		gríðarlega.mp3
helvíti	hk	nh	889	1917.5	473381	hell	Það er kolvitlaust	helvítis	veður.	hɛlvitɪ	Nafnorð	Noun	n.	2K									helvíti	helvíti	helvítis	helvíti	helvíti	helvítum	helvíta											helvíti.mp3
sætur	lo	l	889	1917.5	389519	cute	Svo á hún	sæta	dóttur líka eða huggulega sko.	saiːtʏr	Lýsingarorð	Adjective	adj.	2K																					sætur  --  sæt -- sætt	sætari -- sætari -- sætara	sætastur -- sætust -- sætast			sætur.mp3
gras	hk	nh	888	1920	1389	grass		Grasið	grær að okkur á öllum köntum.	kraːs	Nafnorð	Noun	n.	2K									gras	grasi	grass	grös	grös	grösum	grasa											gras.mp3
aðalfundur	kk	nk	886	1922.5	83371	anual meeting	Þetta kemur fram í ályktun í kjölfar	aðalfundar	félagsins um helgina.	aːðalfʏntʏr	Nafnorð	Noun	m.	2K									aðalfund	aðalfundi	aðalfundar	aðalfundir	aðalfundi	aðalfundum	aðalfunda											aðalfundur.mp3
dagblað	hk	nh	886	1922.5	20009	newspaper	Þetta kemur fram á vefsíðu breska	dagblaðsins	The Times.	taɣplað	Nafnorð	Noun	n.	2K									dagblað	dagblaði	dagblaðs	dagblöð	dagblöð	dagblöðum	dagblaða											dagblað.mp3
greinilegur	lo	l	886	1922.5	390635	distinct	Það er	greinilegt	á þessu.	kreiːnɪlɛɣʏr	Lýsingarorð	Adjective	adj.	2K																					greinilegur  --  greinileg -- greinilegt	greinilegri -- greinilegri -- greinilegra	greinilegastur -- greinilegust -- greinilegast			greinilegur.mp3
viðmið	hk	nh	886	1922.5	50904	criteria	Þetta sé langt umfram	viðmið	og myndi leiða til aukningar verðbólgu.	vɪðmɪð	Nafnorð	Noun	n.	2K									viðmið	viðmiði	viðmiðs	viðmið	viðmið	viðmiðum	viðmiða											viðmið.mp3
fortíð	kvk	nv	885	1925	122326	past	Þar mætast	fortíðin	og nútíðin.	fɔr̥tʰið	Nafnorð	Noun	f.	2K									fortíð	fortíð	fortíðar	fortíðir	fortíðir	fortíðum	fortíða											fortíð.mp3
andrúmsloft	hk	nh	884	1927	297322	atmosphere	Hvergi mældist hættulegt	andrúmsloft	á sjálfvirkum mælistöðvum klukkan sex í morgun.	antrumstlɔft	Nafnorð	Noun	n.	2K									andrúmsloft	andrúmslofti	andrúmslofts															andrúmsloft.mp3
árlegur	lo	l	884	1927	389930	annual	Íslenskur ljósmyndari keppir ásamt 11 öðrum í	árlegri	stjörnuljósmyndakeppni á Englandi.	aurlɛɣʏr	Lýsingarorð	Adjective	adj.	2K																					árlegur  --  árleg -- árlegt	árlegri -- árlegri -- árlegra	árlegastur -- árlegust -- árlegast			árlegur.mp3
þögn	kvk	nv	884	1927	10783	silence	Það átti ekki til orð , það var bara	þögn	.	θœkn̥	Nafnorð	Noun	f.	2K									þögn	þögn	þagnar	þagnir	þagnir	þögnum	þagna											þögn.mp3
kynlíf	hk	nh	883	1929	45838	sex, sex life		Kynlíf	utan hjónabands er stranglega bannað í Dubai.	cʰɪnliv	Nafnorð	Noun	n.	2K									kynlíf	kynlífi	kynlífs															kynlíf.mp3
yfirgefa	so	s	882	1930.5	434391	leave, abandon	Þegar lögregla kom á staðinn neitaði fólkið að	yfirgefa	húsið.	ɪːvɪrcɛva	Sagnorð	Verb	v.	2K	yfirgef	yfirgefur	yfirgefur	yfirgaf	yfirgafst	yfirgaf	yfirgefið																			yfirgefa.mp3
þröngur	lo	l	882	1930.5	406910	narrow	Undanþágur frá þessu séu	þröngar	og um þær gildi ströng skilyrði.	θrœiŋkʏr	Lýsingarorð	Adjective	adj.	2K																					þröngur  --  þröng -- þröngt	þrengri -- þrengri -- þrengra	þrengstur -- þrengst -- þrengst			þröngur.mp3
ella	ao	a	881	1932	495534	otherwise	Fólk ætti því að leggja fyrr af stað en	ella	.	ɛtla	Atviksorð	Adverb	adv.	2K								ella																		ella.mp3
lána	so	s	880	1933.5	466766	lend, loan	Þeir myndu	lána	til verkefnanna en fá síðan endurgreitt með notendagjöldum.	lauːna	Sagnorð	Verb	v.	2K	lána	lánar	lánar	lánaði	lánaðir	lánaði	lánað																			lána.mp3
tákna	so	s	880	1933.5	423758	represent, symbolise	Græn litur	tákni	umhverfið , blár efnahag og rauður velferð.	tʰauhkna	Sagnorð	Verb	v.	2K	tákna	táknar	táknar	táknaði	táknaðir	táknaði	táknað																			tákna.mp3
frí	hk	nh	879	1935	1157	vacation	Víða er gefið	frí	í vinnu eftir hádegi.	friː	Nafnorð	Noun	n.	2K									frí	fríi	frís	frí	frí	fríum	fría											frí.mp3
gleðja	so	s	878	1936.5	488187	delight, make happy	Þá höfum við ástæðu til að	gleðjast	.	klɛðja	Sagnorð	Verb	v.	2K	gleð	gleður	gleður	gladdi	gladdir	gladdi	glatt																			gleðja.mp3
skrif	hk	nh	878	1936.5	3258	writings	Þar eru	skrif	hans langt aftur í tímann.	skrɪːv	Nafnorð	Noun	n.	2K									skrif	skrifi	skrifs	skrif	skrif	skrifum	skrifa											skrif.mp3
leyna	so	s	876	1938	435027	hide, conceal	Á heimili í fjölbýlishúsi í Grafarvoginum	leynist	ótrúlegt jólaland.	leiːna	Sagnorð	Verb	v.	2K	leyni	leynir	leynir	leyndi	leyndir	leyndi	leynt																			leyna.mp3
vega	so	s	875	1939.5	480024	weigh; balance; slay	Þyngsti steinninn	vó	um 40 kíló.	vɛːɣa	Sagnorð	Verb	v.	2K	veg	vegur	vegur	vó	vóst	vó	vegið																			vega.mp3
þægilegur	lo	l	875	1939.5	392310	comfortable, agreeable, easy	Það þurfi hins vegar að útbúa	þægilegt	notendaviðmót fyrir borgarbúa.	θaijɪlɛɣʏr	Lýsingarorð	Adjective	adj.	2K																					þægilegur  --  þægileg -- þægilegt	þægilegri -- þægilegri -- þægilegra	þægilegastur -- þægilegust -- þægilegast			þægilegur.mp3
egg	hk	nh	874	1942	884	egg	Þinghúsið hafi þannig verið grýtt með	eggjum	, grjóti og saur.	ɛk	Nafnorð	Noun	n.	2K									egg	eggi	eggs	egg	egg	eggjum	eggja											egg.mp3
hjól	hk	nh	874	1942	1558	bicycle; wheel	Auk stúlkunnar voru tveir farþegar á	hjólinu	.	çouːl	Nafnorð	Noun	n.	2K									hjól	hjóli	hjóls	hjól	hjól	hjólum	hjóla											hjól.mp3
hrista	so	s	874	1942	427572	shake	Markmiðið er að	hrista	hópinn saman og kynnast menningu allra þjóðfélagshópa.	r̥ɪsta	Sagnorð	Verb	v.	2K	hristi	hristir	hristir	hristi	hristir	hristi	hrist																			hrista.mp3
samræma	so	s	872	1944	435221	coordinate, standardize	Þessar aðgerðir sýslumannsins	samræmdust	ekki þeim tilmælum.	samraima	Sagnorð	Verb	v.	2K	samræmi	samræmir	samræmir	samræmdi	samræmdir	samræmdi	samræmt																			samræma.mp3
starfshópur	kk	nk	871	1945.5	89930	working group	Sérstakur	starfshópur	vinnur nú að tillögum í tengslum við málið.	starfshoupʏr	Nafnorð	Noun	m.	2K									starfshóp	starfshóp	starfshóps	starfshópar	starfshópa	starfshópum	starfshópa											starfshópur.mp3
tíðni	kvk	nv	871	1945.5	464763	frequency		Tíðni	einhverfu hefur aukist gífurlega á undanförnum árum.	tʰiðnɪ	Nafnorð	Noun	f.	2K									tíðni	tíðni	tíðni	tíðnir	tíðnir	tíðnum	tíðna											tíðni.mp3
álver	hk	nh	870	1948	70413	aluminium; aluminium plant	Hann segist vilja flýta framkvæmdum á vegakaflanum við	álverið	.	aulvɛr	Nafnorð	Noun	n.	2K									álver	álveri	álvers	álver	álver	álverum	álvera											álver.mp3
fresta	so	s	870	1948	420199	postpone	Tæplega þúsund uppboðum hefur verið	frestað	á árinu.	frɛsta	Sagnorð	Verb	v.	2K	fresta	frestar	frestar	frestaði	frestaðir	frestaði	frestað																			fresta.mp3
létt	ao	a	870	1948	466486	lightly, gently	Eigandi fiskveitingastaðar í Reykjavík segist geta andað	léttar	.	ljɛht	Atviksorð	Adverb	adv.	2K																								léttar	léttast	létt.mp3
mjúkur	lo	l	869	1950.5	406901	soft	Ullin er mjög löng og	mjúk	.	mjuːkʏr	Lýsingarorð	Adjective	adj.	2K																					mjúkur  --  mjúk -- mjúkt	mýkri -- mýkri -- mýkra	mýkstur -- mýkst -- mýkst			mjúkur.mp3
væntanlegur	lo	l	869	1950.5	392222	expected, anticipated	Miklar breytingar eru	væntanlegar	á ríkisstjórn Bretlands í dag.	vain̥tanlɛɣʏr	Lýsingarorð	Adjective	adj.	2K																					væntanlegur  --  væntanleg -- væntanlegt	væntanlegri -- væntanlegri -- væntanlegra	væntanlegastur -- væntanlegust -- væntanlegast			væntanlegur.mp3
staðfesting	kvk	nv	868	1952	132823	confirmation	Allir sem höfðu greitt miða fá þó	staðfestingu	á greiðslunum.	staðfɛstiŋk	Nafnorð	Noun	f.	2K									staðfestingu	staðfestingu	staðfestingar	staðfestingar	staðfestingar	staðfestingum	staðfestinga											staðfesting.mp3
blindur	lo	l	867	1953	412735	blind	Þau sýna samfélagslegan stuðning og veita	blindum	sýn.	plɪntʏr	Lýsingarorð	Adjective	adj.	2K																					blindur  --  blind -- blint	blindari -- blindari -- blindara	blindastur -- blindust -- blindast			blindur.mp3
umgengni	kvk	nv	865	1954	131342	orderliness; custody; association	Hann segir börn oft vera of ágeng í	umgengni	við hunda.	ʏmceiŋnɪ	Nafnorð	Noun	f.	2K									umgengni	umgengni	umgengni															umgengni.mp3
höfuðborg	kvk	nv	864	1955	117662	capital	Búist er við mikilli umferð til	höfuðborgarinnar	síðdegis og undir kvöld.	hœːvʏðpɔrk	Nafnorð	Noun	f.	2K									höfuðborg	höfuðborg	höfuðborgar	höfuðborgir	höfuðborgir	höfuðborgum	höfuðborga											höfuðborg.mp3
grænmeti	hk	nh	863	1957	50759	vegetable	Mikil eftirspurn er eftir nýju íslensku	grænmeti	.	krainmɛtɪ	Nafnorð	Noun	n.	2K									grænmeti	grænmeti	grænmetis															grænmeti.mp3
hagkvæmur	lo	l	863	1957	181658	favourable; economic, profitable	Það er þjóðhagslega	hagkvæmt	að hafa frítt í strætó.	haɣkʰvaimʏr	Lýsingarorð	Adjective	adj.	2K																					hagkvæmur  --  hagkvæm -- hagkvæmt	hagkvæmari -- hagkvæmari -- hagkvæmara	hagkvæmastur -- hagkvæmust -- hagkvæmast			hagkvæmur.mp3
undirrita	so	s	863	1957	424000	sign, undersign	Samkomulag þessa efnis var	undirritað	í Háskólanum í Reykjavík í morgun.	ʏntɪrɪta	Sagnorð	Verb	v.	2K	undirrita	undirritar	undirritar	undirritaði	undirritaðir	undirritaði	undirritað																			undirrita.mp3
leiðinlegur	lo	l	862	1959	390994	boring	Mér finnst þetta bara	leiðinlegt	.	leiːðɪnlɛɣʏr	Lýsingarorð	Adjective	adj.	2K																					leiðinlegur  --  leiðinleg -- leiðinlegt	leiðinlegri -- leiðinlegri -- leiðinlegra	leiðinlegastur -- leiðinlegust -- leiðinlegast			leiðinlegur.mp3
leikrit	hk	nh	861	1960	429310	play, drama	Í dag verður bæði frumsýnt íslenskt	leikrit	og íslensk kvikmynd.	leiːkrɪt	Nafnorð	Noun	n.	2K									leikrit	leikriti	leikrits	leikrit	leikrit	leikritum	leikrita											leikrit.mp3
beiðni	kvk	nv	859	1962	11119	request	Icelandair hefur sent samgöngustofu	beiðni	um að hefja flugprófanir yfir Hvassahrauni.	peiðnɪ	Nafnorð	Noun	f.	2K									beiðni	beiðni	beiðni	beiðnir	beiðnir	beiðnum	beiðna											beiðni.mp3
slíta	so	s	859	1962	433643	rip; break off, end	Viðræðum deilenda var	slitið	í gær án árangurs.	stliːta	Sagnorð	Verb	v.	2K	slít	slítur	slítur	sleit	sleist	sleit	slitið																			slíta.mp3
verður	lo	l	859	1962	409269	worthy		Vert	sé að skoða hvort verðtryggja ætti nýlegar launahækkanir.	vɛrðʏr	Lýsingarorð	Adjective	adj.	2K																					verður  --  verð -- vert	verðari -- verðari -- verðara	verðastur -- verðust -- verðast			verður.mp3
ætíð	ao	a	858	1964.5	496361	always	Þegar upp er staðið liggur ábyrgðin	ætíð	hjá þeim.	aiːtʰið	Atviksorð	Adverb	adv.	2K								ætíð																		ætíð.mp3
ímynd	kvk	nv	858	1964.5	119170	image	Þá var	ímynd	Íslands jafnframt borin saman við ímynd annarra landa.	iːmɪnt	Nafnorð	Noun	f.	2K									ímynd	ímynd	ímyndar	ímyndir	ímyndir	ímyndum	ímynda											ímynd.mp3
formlega	ao	a	857	1967.5	496836	formally	Þjóðhátíðin sjálf hefst svo	formlega	í kvöld.	fɔrmlɛɣa	Atviksorð	Adverb	adv.	2K								formlega																		formlega.mp3
fyrrnefndur	lo	l	857	1967.5	476681	aforementioned		Fyrrnefnt	lán var ekki veitt vegna villu í lánasamningi.	fɪrnɛmtʏr	Lýsingarorð	Adjective	adj.	2K																					fyrrnefndur  --  fyrrnefnd -- fyrrnefnt					fyrrnefndur.mp3
snjór	kk	nk	857	1967.5	5223	snow	Mikill	snjór	er á skíðasvæðinu í Tindastól.	stnjouːr	Nafnorð	Noun	m.	2K									snjó	snjó	snjós	snjóar	snjóa	snjóum	snjóa											snjór.mp3
ummæli	hk	nh	857	1967.5	465613	comment	Hann stendur við þau	ummæli	.	ʏmailɪ	Nafnorð	Noun	n.	2K												ummæli	ummæli	ummælum	ummæla											ummæli.mp3
nægur	lo	l	856	1970.5	409209	enough	Hann sagði að	nægar	birgðir af lyfjum séu til í landinu.	naiːɣʏr	Lýsingarorð	Adjective	adj.	2K																					nægur  --  næg -- nægt	nægari -- nægari -- nægara	nægastur -- nægust -- nægast			nægur.mp3
umfang	hk	nh	856	1970.5	26504	extent, scale	Vatnsskemmdir eru þó taldar litlar miðað við	umfang	brunans.	ʏmfauŋk	Nafnorð	Noun	n.	2K									umfang	umfangi	umfangs	umföng	umföng	umföngum	umfanga											umfang.mp3
árabil	hk	nh	855	1972	19675	years, many years	Veiðarnar hafa ekki gengið jafn illa um	árabil	.	auːrapɪl	Nafnorð	Noun	n.	2K									árabil	árabili	árabils															árabil.mp3
traust	hk	nh	854	1973.5	3857	trust	Ástæðan er sú að okkur skortir	traust	.	tʰrœist	Nafnorð	Noun	n.	2K									traust	trausti	trausts															traust.mp3
yndislegur	lo	l	854	1973.5	392233	lovely	Þannig að það verður	yndisleg	stund á Austurvelli í dag.	ɪntɪstlɛɣʏr	Lýsingarorð	Adjective	adj.	2K																					yndislegur  --  yndisleg -- yndislegt	yndislegri -- yndislegri -- yndislegra	yndislegastur -- yndislegust -- yndislegast			yndislegur.mp3
örfár	lo	l	853	1975.5	408705	very few	Tæplega klukkutíma síðar voru aðeins	örfáar	hræður eftir á Austurvelli.	œrvaur	Lýsingarorð	Adjective	adj.	2K																					örfár  --  örfá -- örfátt					örfár.mp3
víðtækur	lo	l	853	1975.5	181254	extensive	Verkfall myndi hafa	víðtæk	áhrif á sjúkrahúsinu.	viðtʰaikʏr	Lýsingarorð	Adjective	adj.	2K																					víðtækur  --  víðtæk -- víðtækt	víðtækari -- víðtækari -- víðtækara	víðtækastur -- víðtækust -- víðtækast			víðtækur.mp3
frú	kvk	nv	852	1977	190421	miss	Ég vil vara við þeirri þróun ,	frú	forseti.	fruː	Nafnorð	Noun	f.	2K									frú	frú	frúar	frúr	frúr	frúm	frúa											frú.mp3
stefnumótun	kvk	nv	851	1978	138912	strategic planning, policy-making	Störfin sé hægt að skapa með	stefnumótun	stjórnvalda.	stɛpnʏmoutʏn	Nafnorð	Noun	f.	2K									stefnumótun	stefnumótun	stefnumótunar															stefnumótun.mp3
spænskur	lo	l	850	1979.5	408907	Spanish	Hún var	spænsk	en bjó hér á landi.	spainskʏr	Lýsingarorð	Adjective	adj.	2K																					spænskur  --  spænsk -- spænskt	spænskari -- spænskari -- spænskara	spænskastur -- spænskust -- spænskast			spænskur.mp3
þiggja	so	s	850	1979.5	486767	accept	Þrjú hundruð námsmenn	þiggja	fullar atvinnuleysisbætur á þessu skólaári samhliða námi.	θɪca	Sagnorð	Verb	v.	2K	þigg	þiggur	þiggur	þáði	þáðir	þáði	þegið																			þiggja.mp3
markaðssetning	kvk	nv	849	1981	135647	marketing		Markaðssetningin	gangi vel í Noregi því Íslendingar hafi mikla þekkingu.	mar̥kaðsɛhtniŋk	Nafnorð	Noun	f.	2K									markaðssetningu	markaðssetningu	markaðssetningar															markaðssetning.mp3
tómur	lo	l	848	1982	409131	empty	Sjóðurinn verður því líklegast orðinn	tómur	þegar líður á haustið.	tʰouːmʏr	Lýsingarorð	Adjective	adj.	2K																					tómur  --  tóm -- tómt	tómari -- tómari -- tómara	tómastur -- tómust -- tómast			tómur.mp3
fremri	lo	l	847	1983.5	406917	front	Forðast verður að segja upp fólki eftir	fremsta	megni.	frɛmrɪ	Lýsingarorð	Adjective	adj.	2K																					fremri  --  	fremri -- fremri -- fremra	fremstur -- fremst -- fremst			fremri.mp3
íþrótt	kvk	nv	847	1983.5	121081	sport	Ein ung kona stundar þó þessa	íþrótt	hér á landi.	iːθrouht	Nafnorð	Noun	f.	2K									íþrótt	íþrótt	íþróttar	íþróttir	íþróttir	íþróttum	íþrótta											íþrótt.mp3
hæfileiki	kk	nk	846	1986.5	115014	talent		Hæfileikar	á mörgum sviðum eru nauðsynlegir fyrir Íslendinga.	haiːvɪleicɪ	Nafnorð	Noun	m.	2K									hæfileika	hæfileika	hæfileika	hæfileikar	hæfileika	hæfileikum	hæfileika											hæfileiki.mp3
lífvera	kvk	nv	846	1986.5	145366	organism, living being	Maðurinn sé flókin	lífvera	.	livɛra	Nafnorð	Noun	f.	2K									lífveru	lífveru	lífveru	lífverur	lífverur	lífverum	lífvera											lífvera.mp3
panta	so	s	846	1986.5	422241	order	Efnið er ólöglegt en auðvelt er að	panta	það á netinu.	pʰan̥ta	Sagnorð	Verb	v.	2K	panta	pantar	pantar	pantaði	pantaðir	pantaði	pantað																			panta.mp3
par	hk	nh	846	1986.5	2675	pair, couple		Parið	gistir fangageymslur og verður yfirheyrt í dag.	pʰaːr	Nafnorð	Noun	n.	2K									par	pari	pars	pör	pör	pörum	para											par.mp3
stoltur	lo	l	845	1989.5	166161	proud	Allir eru	stoltir	af þeim.	stɔl̥tʏr	Lýsingarorð	Adjective	adj.	2K																					stoltur  --  stolt -- stolt	stoltari -- stoltari -- stoltara	stoltastur -- stoltust -- stoltast			stoltur.mp3
útgjöld	hk	nh	845	1989.5	31886	expenses		Útgjöldin	voru tæpar 430 þúsund krónur á mánuði.	uːtcœlt	Nafnorð	Noun	n.	2K												útgjöld	útgjöld	útgjöldum	útgjalda											útgjöld.mp3
misseri	hk	nh	844	1991	2429	semester, term	Gríðarlegar sveiflur hafa orðið á olíumörkuðum undanfarin	misseri	.	mɪsɛrɪ	Nafnorð	Noun	n.	2K									misseri	misseri	misseris	misseri	misseri	misserum	missera											misseri.mp3
einstaklega	ao	a	842	1992	496770	especially	Þetta voru reyndar alveg	einstaklega	góðir tónleikar fyrir okkur líka.	einstaklɛɣa	Atviksorð	Adverb	adv.	2K								einstaklega																		einstaklega.mp3
giftur	lo	l	841	1994	466539	married	Hjónin hafa verið	gift	í rúm 65 ár.	cɪftʏr	Lýsingarorð	Adjective	adj.	2K																					giftur  --  gift -- gift					giftur.mp3
játa	so	s	841	1994	483491	admit, confess	Maðurinn	játaði	brot sitt fyrir dómi.	jauːta	Sagnorð	Verb	v.	2K	játa	játar	játar	játaði	játaðir	játaði	játað																			játa.mp3
magi	kk	nk	841	1994	9083	stomach, belly	Hún segist hafa fengið mikinn fiðring í	magann	í gærkvöldi.	maijɪ	Nafnorð	Noun	m.	2K									maga	maga	maga	magar	maga	mögum	maga											magi.mp3
heilbrigðisþjónusta	kvk	nv	840	1996	416107	health care service	Sóttvarnalæknir segir ástandið erfitt og mikið álag sé á	heilbrigðisþjónustunni	.	heilprɪɣðɪsθjounʏsta	Nafnorð	Noun	f.	2K									heilbrigðisþjónustu	heilbrigðisþjónustu	heilbrigðisþjónustu															heilbrigðisþjónusta.mp3
stjórnarformaður	kk	nk	839	1997	311523	Chairman of the Board	Hann hafnaði boði um að verða	stjórnarformaður	nýrrar stjórnar.	stjourtnar̥fɔrmaðʏr	Nafnorð	Noun	m.	2K									stjórnarformann	stjórnarformanni	stjórnarformanns	stjórnarformenn	stjórnarformenn	stjórnarformönnum	stjórnarformanna											stjórnarformaður.mp3
band	hk	nh	837	1999	485	string, yarn	Ekki er vitað af hverju eldurinn fór úr	böndunum	.	pant	Nafnorð	Noun	n.	2K									band	bandi	bands	bönd	bönd	böndum	banda											band.mp3
fang	hk	nh	837	1999	978	arms, embrace	Drengurinn var í	fangi	móður sinnar heima hjá þeim á Selfossi.	fauŋk	Nafnorð	Noun	n.	2K									fang	fangi	fangs	föng	föng	föngum	fanga											fang.mp3
